"id","week","rd"
"a_n_0_109",7,2.76993839652088
"a_n_0_111",7,0.679960359316246
"a_n_0_112",7,2.52570903248275
"a_n_105_121",7,1.32887034973655
"a_n_105_122",7,2.86958679121999
"a_n_105_123",7,2.06617421084422
"a_n_105_124",7,1.92108263979926
"a_n_140_125",7,2.79566382779153
"a_n_140_126",7,1.57304455313344
"a_n_140_127",7,2.57337920254908
"a_n_140_128",7,2.17388604010011
"a_n_210_129",7,3.53099776045308
"a_n_210_130",7,2.35964423506648
"a_n_210_131",7,2.28318705048804
"a_n_210_132",7,2.93700804615252
"a_n_280_134",7,3.45826619639314
"a_n_280_135",7,2.77256282972639
"a_n_280_136",7,1.61457621613175
"a_n_35_113",7,0.176898227183519
"a_n_35_114",7,1.16265343266742
"a_n_35_115",7,1.02331721378378
"a_n_35_116",7,2.09381827300096
"a_n_350_101",7,3.35237328723701
"a_n_350_137",7,2.56942080963239
"a_n_350_138",7,3.67780080923887
"a_n_350_139",7,2.43031777944014
"a_n_350_140",7,1.70397429272806
"a_n_630_141",7,1.92027791075996
"a_n_630_142",7,2.88763931338252
"a_n_630_143",7,2.17112929957988
"a_n_630_144",7,3.06235599743755
"a_n_70_117",7,2.21250170866603
"a_n_70_118",7,2.35362284569276
"a_n_70_119",7,0.46825625834505
"a_n_70_120",7,2.24357026512279
"a_y_0_73",7,1.79787769159122
"a_y_0_74",7,3.60047244258466
"a_y_0_75",7,1.05916570118088
"a_y_0_76",7,2.27793024165032
"a_y_105_85",7,2.38474342506492
"a_y_105_86",7,1.9711817921435
"a_y_105_87",7,2.94824327167597
"a_y_105_88",7,1.4432694370201
"a_y_140_89",7,1.86544833289018
"a_y_140_90",7,3.11131194391355
"a_y_140_91",7,3.77163676016663
"a_y_140_92",7,2.91861942267587
"a_y_210_94",7,2.64198559785053
"a_y_210_95",7,3.14825864566206
"a_y_210_96",7,1.59400171220428
"a_y_280_100",7,3.33647172971727
"a_y_280_133",7,3.17788805827521
"a_y_280_97",7,1.92650426151573
"a_y_280_98",7,3.0791278404866
"a_y_280_99",7,1.90940940033173
"a_y_35_77",7,3.11794256256847
"a_y_35_78",7,2.39011459002982
"a_y_35_79",7,1.7705819147368
"a_y_35_80",7,3.66145685402937
"a_y_350_102",7,2.58441302257397
"a_y_350_103",7,1.97598794902548
"a_y_350_104",7,1.56172547597478
"a_y_630_105",7,3.78418079866006
"a_y_630_106",7,2.91562840598515
"a_y_630_107",7,1.96968069177237
"a_y_630_108",7,2.7106364796983
"a_y_70_81",7,1.5533804018364
"a_y_70_82",7,2.55772287957903
"a_y_70_83",7,3.42369594018604
"a_y_70_84",7,2.28172690504578
"e_n_0_39",7,NA
"e_n_0_40",7,0.0539413183871638
"e_n_105_14",7,2.67104875281206
"e_n_105_49",7,2.01391529397436
"e_n_105_51",7,1.84146060287269
"e_n_105_52",7,1.76572478811579
"e_n_105_55",7,0.191315036669316
"e_n_140_53",7,2.15950597818421
"e_n_140_54",7,1.6844194070931
"e_n_140_56",7,2.28429707928919
"e_n_210_57",7,0.465839195322252
"e_n_210_58",7,1.73813925198338
"e_n_210_59",7,2.86404022955462
"e_n_210_60",7,0.945932876837742
"e_n_280_61",7,2.90402788935216
"e_n_280_62",7,4.01597176639966
"e_n_280_63",7,3.66254288384697
"e_n_280_64",7,2.89076797690107
"e_n_35_42",7,0.394495054816639
"e_n_35_43",7,1.29237323751421
"e_n_35_44",7,0.0340596857864237
"e_n_350_65",7,0.863284611377981
"e_n_350_66",7,2.83654473016758
"e_n_350_67",7,1.3704460623007
"e_n_350_68",7,2.89883731625711
"e_n_630_34",7,1.60474935965509
"e_n_630_69",7,3.41159345501655
"e_n_630_70",7,3.2017304147451
"e_n_630_71",7,3.02268005720338
"e_n_630_72",7,2.92347364626173
"e_n_70_10",7,3.01083645432958
"e_n_70_45",7,1.90248647335825
"e_n_70_46",7,1.56577295044181
"e_n_70_47",7,1.10586750700214
"e_n_70_48",7,0.987827942720306
"e_y_0_1",7,3.47701149521657
"e_y_0_2",7,2.58699892588417
"e_y_0_3",7,1.11578269800818
"e_y_0_4",7,3.48387844969269
"e_y_105_13",7,1.55794620432746
"e_y_105_15",7,1.98745488322567
"e_y_105_16",7,2.95229721614959
"e_y_140_17",7,2.33191865154895
"e_y_140_18",7,1.21545991064306
"e_y_140_19",7,3.04586444645749
"e_y_140_20",7,3.23134204023011
"e_y_210_21",7,1.56716925367992
"e_y_210_22",7,2.59590752355481
"e_y_210_23",7,1.66255041371139
"e_y_210_24",7,2.81694240088594
"e_y_280_25",7,3.53299625885711
"e_y_280_26",7,3.75820002444355
"e_y_280_27",7,3.15135790576482
"e_y_280_28",7,0.878257169986388
"e_y_35_41",7,1.94025930027454
"e_y_35_5",7,1.21173769986064
"e_y_35_6",7,1.63837507539609
"e_y_35_7",7,3.70599742350319
"e_y_35_8",7,1.79972462437129
"e_y_350_29",7,0.657776458495363
"e_y_350_30",7,3.77566666271418
"e_y_350_31",7,1.03979738495971
"e_y_350_32",7,1.38335732891276
"e_y_630_33",7,2.40277779907325
"e_y_630_35",7,1.04093852149106
"e_y_630_36",7,2.92712507725192
"e_y_70_11",7,2.09964152424113
"e_y_70_12",7,3.50236222674425
"e_y_70_9",7,4.03227416851084
